hens;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;59;60;123;151;618;619;620;622;623;624;625;626;627;628;629;630;631;632;634;635;637;638;640;641;642;643;645;646;647;648;649;650;651;653;655;656;658;659;660;661;662;664;665;666;667;668;669;671;672;673;674;676;677;679;681;682;684;685;686;688;690;691;692;693;694;695;697;698;699;700;702;703;705;706;711;712;934
31;0;0;0;0;0;0;0;0.000674992;0;0;0;0;0;0;0;0.000802246;0;0;0;0;0.000491521;0;0;0;0;0;0.000766577;0;0;0;0.000723589;0;0;0;0;0;0.000308356;0;0.000417711;0;0.000362976;0.000642674;0;0;0;0;0.000888099;0;0;0.000667111;0;0.000389105;0.000574053;0.000290782;0;0;0.000284252;0;0.00035868;0;0;0;0.000267023;0.00114482;0;0;0;0.000645856;0;0;0.000248139;0;0;0;0;0;0;0.000277239;0;0;0;0;0;0;0.000306373;0;0;0;0;0;0;0;0.000214408;0.000339674;0;0;0;0.000230044;0.000259067;0.001133144;0;0;0
32;0;0;0.003431373;0;0.003415712;0.003217158;0.005642279;0.005810302;0;0.000754527;0.003287071;0.003612195;0.004653786;0.000976086;0.003524046;0.003042082;0.002076843;0.004404568;0.005853659;0.001702933;0.004547278;0.004396483;0.003449528;0.002932014;0.0039783;0.004075323;0.0033162;0;0.002390057;0.005956017;0.005345861;0.002531153;0.006955678;0.003695231;0.005829526;0.001195559;0.00496166;0.004746835;0.005341144;0.002390265;0.00340081;0.002206177;0.006686236;0.004790245;0.00284522;0.00404157;0.00264131;0.004173398;0.00403934;0.001825188;0.003551575;0.005153432;0.002126837;0.004086398;0.00464612;0.00631769;0.00389498;0.003045879;0.003867849;0.001852476;0.003361345;0.003076425;0.003351019;0.005230531;0.003213466;0.004008016;0.004215988;0.002603198;0.001657764;0.005407232;0.005112337;0.003174603;0.00488878;0.002152642;0.002299257;0.002291326;0.004104831;0.003559732;0.004041084;0.004974396;0.004503828;0.00456621;0.003430812;0.003397683;0.003742515;0.005485372;0.004216115;0.003421143;0.002261347;0.002745995;0.008214008;0.004011108;0.005208979;0.002827077;0.003076923;0.00480705;0.004480956;0.004125838;0.005508883;0.005478662;0.003095975;0.003769059;0.001946788
33;0;0.003431373;0;0;0.002658289;0.002523129;0.002672606;0.004516712;0;0.000319183;0.001723766;0.004776021;0.004479283;0.001229634;0.003767898;0.002363135;0.003857085;0.004918653;0.003004695;0.00225276;0.005733253;0.004501801;0.002784322;0.00216544;0.002983166;0.003824092;0.005213362;0.000720202;0.004611695;0.003144654;0.00186881;0.003965477;0.00260902;0.001442704;0.004351768;0.002397602;0.004645561;0.001892595;0.003015075;0.001594896;0.003375211;0.001930502;0.003389831;0.005293631;0.00135257;0.002292526;0.00310302;0.004556501;0.002469136;0.003676471;0.003193754;0.004805195;0.002310536;0.003825682;0.004271983;0.004986245;0.005426739;0.002719855;0.002607076;0.005912495;0.001769912;0.004883546;0.003958201;0.001152339;0.003867112;0.005869884;0.003753754;0.004019961;0.001089799;0.004525777;0.004700531;0.001992032;0.003946652;0.002344116;0.003537981;0.004758279;0.002727273;0.003234676;0.00333268;0.004167361;0.002056908;0.004536005;0.003409737;0.005157389;0.004628836;0.003858025;0.003412969;0.003397282;0.004121394;0.003855591;0.003777263;0.004434197;0.004983389;0.003805037;0.0041834;0.004813478;0.005300051;0.00433965;0.002640162;0.003931204;0.005325624;0.003402041;0.001057362
34;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;0;0.003415712;0.002658289;0;0;0.001659751;0.002689779;0.004095563;0;0;0.002289639;0.001212611;0.003127443;0.003328578;0.001405975;0.00126968;0.002110818;0.003614458;0.002150538;0.002124431;0.003637025;0.001263538;0.002836879;0.002592166;0.00140647;0.004875195;0.00321305;0;0.003735699;0.002837189;0.002140309;0.001268633;0.002367985;0.002159827;0.002282063;0.002590674;0.001921845;0.004881224;0.003656307;0.002677888;0.002384359;0.00233489;0.003119002;0.001828897;0.002738892;0.002486789;0.001894452;0.002751284;0.00269179;0.002380143;0.004233512;0.005646269;0.004090623;0.003284072;0.002229654;0.003631703;0.00323167;0.000610687;0.002602934;0.003550596;0.002074689;0.003821352;0.002702703;0.00125274;0.002195872;0.003797721;0.003343683;0.0029615;0.001453066;0.003549696;0.001828488;0.001481481;0.002897618;0.003206156;0.001908397;0.002182877;0.002524673;0.003373685;0.003031068;0.004117768;0.004489098;0.003611847;0.001447876;0.003340757;0.002765957;0.002966625;0.005663797;0.002069322;0.003095238;0.002407002;0.003822197;0.003555556;0.002788714;0.002281542;0.001650846;0.002900127;0.002754237;0.00138217;0.002833396;0.00382833;0.002018719;0.00311284;0.001897533
36;0;0.003217158;0.002523129;0;0.001659751;0;0.001764558;0.003189793;0;0.000383877;0.001701507;0.002698813;0.002090957;0;0.001443835;0.003298878;0.003863636;0.004619908;0.002499479;0.001276813;0.003925417;0.003090939;0.002171291;0.001710237;0.001918005;0.002779708;0.00278671;0;0.002854812;0.004817884;0.003113325;0.000795123;0.002272258;0.002778421;0.004208417;0.001338389;0.003590325;0.002704896;0.00427639;0.001236094;0.003955037;0.001935306;0.003344482;0.002167239;0.001535312;0.00339337;0.003250522;0.00346249;0.003696858;0.00168492;0.001954652;0.004318752;0.003952569;0.004560379;0.002745098;0.004154863;0.001973094;0.002057613;0.00559122;0.003508772;0.002757583;0.001869936;0.001378122;0.001049318;0.001158972;0.003201138;0.003121748;0.003287016;0.001478197;0.00372807;0.00461285;0.004017073;0.00248829;0.004018216;0.000699138;0.002743774;0.004228756;0.004069356;0.003059441;0.002919708;0.003396226;0.004195511;0.002101282;0.00450892;0.00282114;0.003864319;0.00297442;0.003573822;0.003530633;0.003279954;0.002992065;0.003910068;0.001934812;0.003202562;0.003115836;0.002934464;0.006015038;0.003441264;0.003555104;0.002685285;0.002969807;0.003354954;0.000921376
37;0;0.005642279;0.002672606;0;0.002689779;0.001764558;0;0.005061156;0;0;0.002079543;0.00094304;0.000729794;0.000406174;0.000312402;0.001865672;0.003869407;0.002885683;0.002867225;0.000821468;0.003417635;0.001017984;0.002061856;0.001829109;0.002048656;0.004194784;0.002955217;0;0.005620406;0.002837454;0.001754771;0.002570694;0.005701754;0.004695996;0.003383379;0.003326206;0.001986097;0.003206997;0.001193033;0.001009761;0.004186866;0.005690326;0.004208195;0.001516588;0.003852504;0.003928171;0.003464489;0.005181347;0.002211846;0.004259203;0.003924809;0.005212104;0.000847218;0.002678401;0.00248139;0.00417495;0.001506024;0.001655629;0.001308901;0.0018596;0.003763441;0.003966505;0.004891304;0.000845785;0.003674219;0.003172826;0.0030837;0.003110904;0.00237467;0.003725262;0.002578649;0.0029554;0.003047387;0.001438021;0.003737852;0.003580219;0.002548312;0.002037792;0.002318034;0.005189314;0.001387512;0.003997335;0.002672011;0.005172771;0.003367003;0.003869793;0.002300774;0.00547098;0.003295979;0.000608396;0.003369726;0.003710575;0.002636068;0.002746672;0.00288906;0.003751705;0.004741209;0.004902762;0.005148234;0.004140787;0.002933057;0.004522733;0.003688799
38;0.000674992;0.005810302;0.004516712;0;0.004095563;0.003189793;0.005061156;0;0;0.000294377;0.002857726;0.005052898;0.003219871;0.001137333;0.002824859;0.002997377;0.001730769;0.006134969;0.003401361;0.000212224;0.003911343;0.003750721;0.006102522;0.003281378;0.001813785;0.003976751;0.003669725;0;0.005458708;0.004179903;0.004105677;0.003294531;0.005343783;0.004903884;0.005544966;0.003610794;0.00197012;0.005587841;0.004012994;0.002486325;0.003036799;0.002952532;0.005574537;0.004594423;0.000850702;0.004332756;0.003139101;0.003941031;0.003909304;0.001838658;0.003901612;0.006541703;0.001523395;0.005106111;0.00322745;0.005100362;0.005042546;0.001923488;0.004088889;0.003927436;0.002091175;0.003395889;0.004104591;0.002174859;0.004539341;0.004371585;0.006095375;0.004684154;0.003305102;0.00486618;0.004373178;0.00167259;0.004337539;0.001544231;0.006331619;0.004712706;0.003472825;0.004348501;0.004854369;0.005436521;0.004603749;0.003056455;0.003428365;0.00509684;0.004922875;0.003486878;0.00619195;0.003608052;0.002853067;0.004526404;0.005439924;0.005428329;0.004271223;0.002937619;0.00529525;0.005648081;0.005729252;0.004599944;0.006590773;0.005030656;0.003798393;0.005716463;0.001730959
39;0;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
