hens;91;92;93;94;95;97;98;99;100;101;102;103;105;106;107;108;109;110;111;112;114;115;117;119;121;122;124;150;152;154;836;839;840;841;843;844;845;846;847;848;849;850;851;852;853;854;855;856;858;859;860;861;862;863;865;867;868;869;870;871;872;873;874;875;876;878;879;880;881;882;884;885;886;888;891;892;893;894;895;896;898;899;900;902;904;905;907;909;910;912;913;917;918;919;921;924;926;928;929;930;931;932;933;935
91;0;0.001002004;0.002593613;0.002372881;0.005008101;0;0;0.005911778;0.00719346;0;0.006842754;0.001980478;0.001582;0.005230259;0.000487567;0.002795248;0.00637149;0.004237288;0.002990095;0.004739336;0.007345226;0.006198035;0.000929368;0.000519076;0.006934058;0.007105397;0.005214274;0.00204499;0.005221519;0.003542842;0.000803536;0.000447527;0.00760353;0.001508296;0;0.005158438;0.00075815;0.001452081;0.004433888;0.003524468;0.002109334;0.000245399;0;0.003425244;0.001747946;0.007086614;0.003754907;0.003036799;0.006815969;0.007197481;0.003213802;0.004848663;0.005505133;0.006725035;0.004197424;0.001808645;0.007878577;0.005414274;0.001492042;0.002811115;0.00497595;0.002962085;0.004962446;0.002352941;0.00397088;0.004870624;0.00231448;0.00691543;0.001615248;0.003500073;0.001525262;0.000453001;0.002483315;0.003480278;0.002118345;0.002066892;0.003433897;0.000762583;0.004885993;0.007399847;0.001953125;0.00471317;0.005923681;0.004606831;0.005578282;0.010802469;0.004178072;0.001777921;0.001438553;0.003988183;0.003258714;0.004992118;0.005659615;0;0.003985552;0.004437141;0.003792135;0.00440454;0.003695231;0.003319861;0.00450197;0.004530744;0.004774146;0.00789165
92;0.001002004;0;0.000329164;0.001084991;0.000544218;0;0;0.000286615;0.000985383;0.00174216;0.000475172;0;0.000392003;0.000634115;0.004192872;0.000366166;0.001135258;0.000968054;0.00045045;0.000274952;0;0.001140901;0.000861326;0;0;0.0010699;0.001324942;0.001465201;0;0.001557286;0.002730748;0;0.000468055;0.000461894;0.001051525;0.000433088;0.001230012;0;0.00125274;0.001175917;0.000783392;0.003236246;0;0.000737735;0.000774293;0.000307882;0.000731797;0.000405186;0.00065445;0.000861326;0.000718649;0.000541859;0.000831255;0;0.000527704;0.00125523;0.000901226;0.001007049;0.002423823;0.000979912;0.001375043;0.000517598;0.000690608;0.0002442;0.001027749;0.000579039;0.001058481;0;0.001311046;0.000267809;0.000474834;0.000787402;0.000604047;0.001721763;0.000760071;0.000915332;0.000993838;0;0.000469925;0.001053741;0.00056802;0.001160093;0.000481464;0.000944882;0.000884956;0.00016603;0.000785135;0.000983929;0.000579374;0.000822368;0.001527106;0.000888889;0.001159555;0;0.000814498;0.000337268;0.001000751;0;0.002351097;0.000789058;0;0.000980713;0.000593003;0.000793651
93;0.002593613;0.000329164;0;0.002021427;0.003077975;0;0;0.003888987;0.004364694;0.0011994;0.003921569;0.001635056;0.001478665;0.002606807;0.000954198;0.003145891;0.003480139;0.003063148;0.001362398;0.005175091;0.004182226;0.001229796;0.000298507;0.000345185;0.002954899;0.00260887;0.003272377;0.002647658;0.001484781;0.002397004;0.003490401;0.001710376;0.003259351;0.002994012;0.001275104;0.003569039;0.000333111;0.001574307;0.004475942;0.004989086;0.003171918;0;0;0.003069368;0.004206984;0.004062038;0.003259984;0.002798708;0.003058689;0.003638645;0.00241838;0.004268397;0.004154405;0.002154553;0.002178284;0.003504161;0.004802077;0.003493111;0.002168342;0.003135552;0.002357564;0.004141291;0.002607762;0.003512694;0.004125737;0.002664298;0.004541632;0.00315982;0.004020678;0.002877941;0.003503854;0.001447178;0.004014599;0.003148367;0.002613098;0.004360799;0.004588432;0.001344086;0.005301731;0.004196816;0.00404289;0.005876895;0.003003478;0.002615356;0.003155285;0.003911502;0.004007347;0.003062201;0.001534527;0.006202619;0.003934426;0.005709992;0.004632489;0;0.003531572;0.002138414;0.003078918;0.002419355;0.001476793;0.002341137;0.00159417;0.00343971;0.002765869;0.003425871
94;0.002372881;0.001084991;0.002021427;0;0.002508511;0;0;0.003525701;0.000999375;0.001632387;0.001470588;0.00239685;0.003367003;0.00437868;0.0027894;0.003261756;0.001981424;0.002767296;0.001694095;0.002164502;0.002330278;0.002585888;0.000649773;0.000380807;0.001783687;0.002758913;0.002231237;0.004317789;0.000781097;0.003752345;0.004280364;0.000925926;0.002590254;0.002946955;0.000348554;0.001183992;0.000732601;0.001376462;0.004714202;0.00308642;0.004265828;0.000351247;0;0.002815071;0.002895323;0.001356589;0.001722282;0.001826901;0.000804505;0.003375747;0.00170394;0.004475474;0.002538071;0.002691388;0.003514938;0.000696379;0.002684203;0.001840114;0.002917274;0.005121159;0.003114618;0.001300052;0.003041947;0.005349381;0.001448376;0.003360717;0.003520507;0.002261656;0.003227759;0.004442075;0.00399102;0.003145643;0.002491376;0.001867995;0.002734108;0.001952648;0.002450627;0.001108647;0.004227642;0.002405292;0.002949309;0.002251166;0.003635162;0.003347116;0.002157756;0.00214511;0.002794272;0.003229713;0.003026968;0.001798885;0.001368691;0.003124024;0.00418747;0;0.003377386;0.002257336;0.002031488;0.002345416;0.003812514;0.00297932;0.003159942;0.00160901;0.001722158;0.002560351
95;0.005008101;0.000544218;0.003077975;0.002508511;0;0;0;0.008783136;0.003486672;0.000754907;0.003421728;0.00415677;0.002422661;0.001722311;0.002118083;0.004360993;0.005249637;0.003279361;0.002581927;0.004349852;0.003681484;0.004278922;0.002009545;0.000849137;0.00339799;0.006251116;0.006018917;0.003428365;0.008187135;0.00867052;0.002364574;0.000481928;0.002965683;0.003416399;0.00026469;0.004890454;0.000549602;0.001048493;0.006852749;0.006822058;0.004854369;0.000532623;0;0.00235209;0.006509206;0.002474839;0.004333694;0.003220307;0.008050702;0.005822755;0.007540395;0.003231266;0.004054265;0.003293808;0.002574977;0.003460208;0.006969478;0.004495936;0.002452698;0.00459899;0.004023089;0.003584229;0.004058782;0.005373221;0.007006481;0.003674121;0.004406625;0.007248565;0.002385821;0.001985036;0.003865717;0.001466276;0.005568293;0.006669007;0.004446421;0.004407051;0.003317596;0.00166113;0.005963368;0.004241219;0.001577287;0.002949024;0.008375451;0.005357442;0.006128905;0.006710646;0.002260398;0.004442166;0.001319261;0.004808438;0.00595061;0.005486216;0.002807412;0;0.004150454;0.001382887;0.006634233;0.010446686;0.005039194;0.006373293;0.003787124;0.006322625;0.009081607;0.005616122
97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000194742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022237;0;0;0;0;0;0;0;0;0
98;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0
99;0.005911778;0.000286615;0.003888987;0.003525701;0.008783136;0;0;0;0.004831474;0.000792184;0.003515453;0.003050175;0.001736446;0.002855977;0.001670379;0.003218618;0.005705809;0.005767998;0.001648465;0.003677058;0.005606953;0.002444988;0;0.000298686;0.003052769;0.008330248;0.007830575;0.002237971;0.006022023;0.006057191;0.00223914;0.000504668;0.004503196;0.002294056;0.000835887;0.00528026;0.001740139;0.003037835;0.006032403;0.004222481;0.003864734;0.001964637;0;0.006581422;0.003264209;0.005463548;0.003922301;0.003535651;0.005647723;0.005712925;0.004257682;0.003485977;0.004498715;0.00242915;0.002806361;0.0027894;0.006634722;0.005904455;0.004354927;0.001942413;0.004159132;0.002411223;0.003735096;0.002082713;0.005786618;0.003291639;0.004221388;0.008870215;0.002994012;0.002358491;0.003381949;0.001536492;0.003032856;0.007260846;0.005799756;0.004787677;0.003136435;0.003216374;0.004075691;0.003666984;0.000811952;0.004767408;0.008009493;0.006226219;0.004302397;0.00744186;0.002636885;0.003349198;0.000687443;0.004631108;0.004430186;0.003511729;0.002594034;0;0.005055208;0.001071429;0.005298214;0.00874256;0.00561037;0.00451995;0.005599336;0.0102764;0.010363374;0.004266307
100;0.00719346;0.000985383;0.004364694;0.000999375;0.003486672;0;0;0.004831474;0;0.000782473;0.006492815;0.003387608;0.001284192;0.004125579;0.000322529;0.004125645;0.004751848;0.002742356;0.002686006;0.004182681;0.00638057;0.004705072;0.000937354;0;0.00656571;0.003489531;0.004007286;0.002386935;0.004038964;0.002674622;0.002548492;0.001066585;0.006874669;0.001351169;0.00048434;0.002920483;0;0.000641746;0.00368565;0.00475838;0.000898242;0.000648193;0;0.001132218;0.004232397;0.004375074;0.004278882;0.003251398;0.003747582;0.004543389;0.004126547;0.005851902;0.003967354;0.006016244;0.003553581;0.002230678;0.006618812;0.003415051;0.002957122;0.004060734;0.002457606;0.002794077;0.006822714;0.003976784;0.003316953;0.005198706;0.003111111;0.003201236;0.001810501;0.00290373;0.001907877;0.002307337;0.004342213;0.003939916;0.004149831;0.002563065;0.005083586;0.002324809;0.003061009;0.00624182;0.003663004;0.007057832;0.004380342;0.002976899;0.002939212;0.007510058;0.004096546;0.00205314;0.002012072;0.003949893;0.00360774;0.005051546;0.004411765;0;0.006837776;0.002196997;0.004454101;0.0035;0.002440904;0.002881206;0.003095142;0.004352557;0.004972699;0.008557457
