hens;57;61;62;63;65;66;67;68;69;70;71;72;73;74;75;76;78;79;80;81;83;84;85;86;88;89;90;104;113;153;720;721;723;725;726;727;728;729;731;732;733;734;735;738;740;741;742;744;745;746;747;748;750;752;753;754;758;759;760;761;762;763;764;765;766;767;768;769;770;772;774;776;777;779;780;781;782;784;785;786;789;790;791;792;793;795;796;797;798;799;800;801;802;805;806;810;811;812;813;814;815;817;819;821;822;823
57;0;0.002266931;0.002046106;0.003094151;0.001494768;0.00418702;0.002627855;0.004009164;0.003714334;0;0.002369294;0;0.000943693;0.002597403;0.001732352;0.002798507;0.002337814;0.001524722;0.000396354;0.0015447;0.002759044;0;0.00213106;0.004675468;0.003246199;0.000403063;0.005924171;0.004060697;0.003333987;0.002892682;0.003313087;0;0.003919705;0.00091687;0.003571429;0.002707205;0.004743965;0.002008766;0.001832276;0.001256545;0.006099961;0.002762431;0;0.001273277;0.002350571;0.001904102;0.002398082;0.002623907;0.002680566;0.003619442;0.002312436;0.002764977;0.001736575;0.003989592;0.001797843;0.002081888;0.004102364;0.002498048;0.002365931;0.002442691;0.003958258;0.002321165;0.002384264;0.001350569;0.002680965;0.00283755;0.00232288;0.00430816;0.002556818;0.004183339;0.003060306;0.003063063;0.001471791;0.001187884;0.003157562;0.001912046;0.003218194;0.003884656;0.002578649;0.003769521;0.003321734;0.003069196;0.002210759;0.003216783;0.002619911;0.002897667;0.000552181;0.003736507;0.003251721;0.003644519;0.003820961;0.002740516;0.003559386;0.002289639;0.000322997;0.00235136;0.003050211;0.00295203;0.004445856;0.00166113;0.001565864;0;0.004406095;0.001991239;0.002889617;0.00182565
61;0.002266931;0;0.002258356;0.001472995;0.002505638;0.001103753;0.000468494;0.001108296;0.002097235;0.00090212;0.002303331;0;0.00080289;0.002315351;0.002036142;0.002052184;0.003088427;0.003336756;0.000545256;0.000667408;0.000775194;0;0.001303356;0.00270636;0.001545894;0.000558036;0.001126126;0.000998752;0.001810364;0.002526164;0.000679579;0;0.002194681;0.00116144;0.002371201;0.002429543;0.003080715;0.001670146;0.001716604;0.001713586;0.002038505;0.001365374;0;0.001430104;0.001707132;0.002950433;0.001669728;0.000970403;0.002321725;0.0019516;0.001871491;0.002955457;0.002945508;0.001965023;0.003479471;0.003581267;0.001124606;0.002623754;0.002311805;0.003022453;0.001695357;0.001232742;0.004149378;0.002673201;0.001970443;0.002823264;0.001338389;0.00030553;0.002045312;0.001243266;0.003081348;0.00391027;0.001105176;0.003676471;0.001945525;0;0.001758794;0.001328462;0.001948178;0.002043736;0.001416932;0.002003699;0.001897933;0.001854141;0.001635896;0.002213143;0.001023192;0.003362886;0.000878735;0.001038781;0.002347418;0.001278977;0.002792696;0.001744924;0.001247401;0.002088079;0.001955854;0.003495093;0.002489774;0.001938454;0.001356852;0.001829491;0.001465969;0.002076604;0.001330082;0.000811249
62;0.002046106;0.002258356;0;0.005468908;0.004114168;0.004728452;0.005600498;0.005757395;0.005434783;0.000830151;0.00360475;0;0.00143016;0.002834258;0.002848265;0.005763416;0.003822169;0.003119314;0.000531821;0.003867069;0.001724138;0;0.001018182;0.002664693;0.005479146;0.000357143;0.001631987;0.002693344;0.006845966;0.002892814;0.005807893;0;0.008804812;0.001095805;0.004035608;0.006341154;0.006828602;0.003497726;0.006692913;0.004321851;0.002313124;0.003086006;0;0.005019223;0.006198805;0.002701486;0.007084916;0.003512998;0.005305581;0.004605707;0.002856735;0.004576928;0.00596817;0.004737198;0.005065481;0.003095975;0.006948677;0.004738837;0.004956514;0.005709528;0.007983156;0.003570518;0.005418052;0.00313858;0.001459854;0.002997684;0.006428138;0.002405887;0.005731225;0.004533829;0.004158965;0.005556199;0.004673405;0.002697731;0.005198939;0.003696584;0.002185371;0.002649547;0.004037685;0.002877863;0.005098247;0.007426226;0.004576928;0.005961689;0.004217839;0.004038521;0.002080238;0.00533049;0.004563468;0.002543768;0.003542958;0.004588071;0.003670377;0.00416584;0.001772478;0.005643466;0.003800733;0.006247769;0.006285288;0.003156964;0.005738706;0.002449855;0.005736362;0.003446578;0.003616201;0.004547887
63;0.003094151;0.001472995;0.005468908;0;0.003449703;0.002324568;0.004796163;0.006082215;0.005779665;0.000911577;0.003033367;0.000408664;0.001912046;0.002506266;0.001667593;0.006172225;0.0048957;0.004195804;0.000587889;0.00387647;0.000170882;0;0.004274181;0.003056628;0.003918774;0;0.00161385;0.002202643;0.005748628;0.002153744;0.003551824;0;0.006751825;0.001025466;0.003039129;0.004754143;0.00658504;0.004481514;0.006021595;0.005324959;0.002475248;0.004052098;0;0.00600907;0.005880969;0.003356509;0.006296135;0.003607044;0.007462687;0.002983294;0.003405046;0.004633688;0.006489617;0.003837851;0.002374984;0.002901073;0.006648416;0.006146625;0.003046084;0.005205688;0.007173073;0.005347594;0.003816794;0.003356571;0.000949968;0.002792475;0.004270739;0.00229709;0.004899406;0.003467492;0.005177515;0.002583661;0.00461574;0.003283425;0.004270623;0.002245029;0.00345638;0.003344121;0.00369796;0.002944785;0.004954397;0.006488825;0.005263158;0.007539765;0.005722651;0.003506465;0.001613944;0.004596527;0.004234026;0.001299968;0.00368767;0.005272037;0.002652185;0.005137884;0.00176398;0.003285614;0.001899474;0.007602065;0.004623886;0.001352082;0.004304722;0.001666944;0.00423993;0.003558719;0.002962009;0.002732633
65;0.001494768;0.002505638;0.004114168;0.003449703;0;0.00230608;0.001847063;0.003759398;0.00391604;0;0.003093239;0;0.00219901;0.002377034;0.001968504;0.002887271;0.004526128;0.002773376;0.000334784;0.005516014;0.000267809;0;0.003085687;0.005372405;0.006513106;0;0.001701766;0.001552192;0.007038441;0.001528662;0.001711073;0;0.004393376;0.000802998;0.002072181;0.004184896;0.005114083;0.001851852;0.005844846;0.003827751;0.000897344;0.003121748;0;0.003416518;0.004370902;0.003370246;0.0042123;0.006304825;0.002646977;0.002711324;0.002296211;0.003399048;0.004161412;0.001441615;0.003479853;0.000625913;0.004121125;0.003498032;0.002602553;0.001381454;0.002724177;0.001921599;0.002183009;0.003015789;0.00119076;0.002129925;0.005883402;0.002037121;0.002665956;0.002009041;0.002824389;0.002160186;0.004268293;0.001814553;0.002647059;0.000968992;0.003514252;0.003212291;0.002547771;0.00198544;0.004723247;0.002751212;0.001696641;0.004868421;0.004061289;0.002277904;0.001960784;0.003511053;0.004221636;0.001733961;0.000483092;0.002162162;0.00154852;0.003763441;0.001687764;0.002337541;0.001902748;0.004897388;0.00295421;0.001135933;0.002875112;0.002576656;0.004060227;0.003652301;0.001589825;0.002271319
66;0.00418702;0.001103753;0.004728452;0.002324568;0.00230608;0;0.003377036;0.002823662;0.003658131;0;0.002960424;0;0.001529988;0.001372011;0.002337442;0.002897024;0.004044489;0.003423925;0;0.002659574;0.002684163;0;0.001299376;0.002141328;0.005056464;0.000388802;0.002775208;0.001254443;0.002502888;0.001971276;0.002152273;0;0.003406155;0.001487652;0.002399852;0.002451982;0.003716449;0.001795977;0.002785903;0.002262909;0.00308404;0.00293189;0;0.003143666;0.003809208;0.002900034;0.001773312;0.002733813;0.002792065;0.00322307;0.003771687;0.002537611;0.003835471;0.001021624;0.002946376;0.0024932;0.002491376;0.003699137;0.003380575;0.00314291;0.003082395;0.001862583;0.002146341;0.00246773;0.002879581;0.003009956;0.002854968;0.002224969;0.003086853;0.003038427;0.002478315;0.004081633;0.00274282;0.003900156;0.004050475;0.0024;0.002102165;0.004721157;0.004920258;0.002823363;0.001556663;0.003722084;0.002355926;0.003869541;0.002176063;0.00331076;0.003240616;0.002046664;0.003384731;0.003828275;0.002127094;0.003133457;0.004054552;0.003394145;0.002200566;0.003810471;0.001835704;0.002675423;0.003754106;0.002447481;0.001923817;0.001423285;0.002704164;0.003329416;0.002839833;0.001564595
67;0.002627855;0.000468494;0.005600498;0.004796163;0.001847063;0.003377036;0;0.003888025;0.0031541;0.000549451;0.002832861;0;0.001534527;0.004716157;0.003933321;0.002670875;0.00317041;0.002255639;0;0.003219248;0.00099975;0;0.002676182;0.004579803;0.004714829;0.000933707;0.001609334;0.001105787;0.004981962;0.000476304;0.001375516;0;0.003715035;0.0019995;0.002145215;0.002710517;0.00468473;0.002417016;0.006287694;0.003822352;0.001713209;0.002165781;0;0.005726557;0.003592814;0.004002463;0.004738053;0.003559657;0.004709365;0.002446109;0.001945525;0.001622323;0.004391851;0.00384793;0.003841453;0.001185771;0.00513347;0.003506311;0.004204204;0.002974715;0.003195592;0.002926116;0.002776332;0.003557513;0.00246471;0.002822012;0.005100306;0.001919795;0.004253125;0.003368624;0.004140127;0.003983429;0.002485017;0.002770563;0.004250496;0.001820665;0.002223046;0.002960571;0.001372579;0.002853519;0.004114642;0.004691264;0.003412969;0.005979644;0.003339192;0.003018661;0.000918695;0.004906895;0.003019628;0.003022553;0.001361779;0.00418082;0.003459638;0.004543684;0.001830544;0.001793722;0.000799201;0.003386769;0.002840909;0.001261034;0.005672052;0.003617945;0.004207801;0.003131524;0.003378378;0.00450892
68;0.004009164;0.001108296;0.005757395;0.006082215;0.003759398;0.002823662;0.003888025;0;0.004602462;0.00035137;0.002414929;0;0.001342282;0.003213781;0.002976996;0.006343939;0.004582379;0.002307588;0.000565291;0.003650554;0.001653713;0;0.001682729;0.001867123;0.004991294;0.000569801;0.002423724;0.004563758;0.002919152;0.001601794;0.003909304;0;0.004469074;0.002315198;0.002962597;0.005290306;0.00482946;0.004614451;0.00579445;0.005180659;0.002411168;0.003653738;0;0.004537406;0.003323021;0.002807018;0.004452926;0.005305316;0.005492764;0.002795574;0.003601981;0.003782794;0.004198399;0.003981265;0.003731343;0.001688714;0.003545201;0.004034896;0.003759761;0.004204278;0.00822413;0.004264392;0.003202665;0.003018109;0.003074085;0.002425107;0.003781195;0.00282318;0.004592305;0.004838515;0.003963964;0.002159568;0.004962779;0.002556564;0.00450599;0.000930521;0.003091813;0.005500899;0.004194826;0.00347347;0.003407342;0.003419835;0.003415467;0.005350293;0.003361345;0.004937742;0.00078064;0.005609536;0.004502814;0.001730921;0.00248139;0.005161024;0.003326762;0.00420556;0.001532176;0.002634292;0.001418239;0.005237526;0.005406598;0.003163723;0.002918782;0.001289283;0.004379029;0.00282196;0.003389831;0.002374633
69;0.003714334;0.002097235;0.005434783;0.005779665;0.00391604;0.003658131;0.0031541;0.004602462;0;0.00129842;0.003483887;0;0.000204082;0.002082404;0.002528046;0.006642709;0.004684389;0.00142676;0.000707547;0.004070951;0.001404776;0;0.001827819;0.002612915;0.004898067;0.000238095;0.001511335;0.002343018;0.005886681;0.002706883;0.001684132;0;0.005337551;0.000400641;0.002699247;0.004921563;0.003939223;0.001668057;0.004666515;0.004947434;0.001759531;0.003137384;0;0.004892736;0.005098039;0.004549712;0.005020921;0.004205116;0.005113569;0.003459287;0.00231853;0.002801513;0.004030062;0.002537393;0.00432513;0.002485089;0.006161068;0.003327992;0.003651595;0.00341394;0.005882353;0.001548227;0.00415677;0.002321195;0.001835199;0.001680672;0.003345941;0.00123348;0.002055029;0.003047936;0.002474907;0.003996142;0.002300319;0.000886263;0.002608048;0.000929023;0.002665412;0.004165179;0.000662603;0.002605595;0.005362265;0.006780427;0.004349046;0.003611738;0.003748688;0.001327861;0.000187196;0.003691688;0.003169116;0.001512002;0.001298701;0.002891511;0.003118798;0.003335634;0.000207684;0.004311471;0.001838543;0.005909322;0.004745847;0.001684017;0.002934272;0.002923407;0.0027894;0.001929356;0.002170767;0.003779165
