hens;1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;500;501;503;504;505;506;507;508;509;511;512;513;515;516;518;519;520;521;522;523;524;526;527;528;529;531;532;533;535;536;537;538;540;544;545;546;547;548;549;550;551;552;553;555;556;557;558;562;563;564;565;566;567;568;569;570;571;573;576;578;579;580;581;583;584;586;587;589;591;592;593;594;595;596;597;598;600;601;603
1;0;0.002459268;0.000427077;0.000465333;0.000757767;0.001171234;0.003869969;0.008884996;0.004111701;0.009285426;0.003985056;0.002008032;0.000633312;0.005611291;0.007792208;0.006412937;0.005895091;0.005784146;0.004605427;0.005073113;0;0.002080083;0.005467801;0;0.000454752;0.007287706;0.005553037;0.004989048;0.001860308;0.008727019;0.003751842;0.004407295;0.003341129;0.002742947;0.003160628;0.003608529;0.003799392;0.005489743;0.00797649;0.002917815;0.001117527;0.003147029;0.009888919;0.000880282;0.005565623;0.004532913;0.002112541;0.004463599;0.004441897;0.003448276;0.004543733;0.000859476;0.007142857;0.006765137;0;0.002654744;0.001554404;0.002412545;0.005493643;0.002382146;0.00398327;0.003376097;0.00096918;0.00694904;0.007663518;0.006767459;0.002492108;0.002245299;0.008058985;0.002287503;0.006064435;0.006021074;0.004462225;0.00148368;0.005124341;0.007153552;0.005630355;0.005954529;0.005450016;0.00462648;0.006392474;0.004450187;0.006057547;0.001143417;0.00276116;0.004405874;0.002802191;0.007426824;0.001806057;0.004782929;0.001385761;0.006321493;0.003442933;0.006508601;0.005068018;0.004769692;0.000971008;0.001937046;0.004137116;0.004263382;0.006480481;0.00772325;0.000484144;0.002336904;0.00028169;0.010452962;0.004374159;0.000763592
2;0.002459268;0;0.002279462;0.004400978;0;0.000502008;0.005096567;0.006734007;0.005593649;0.005296905;0.006082568;0.001733436;0.001349528;0.004642857;0.002031144;0.003184252;0.005981308;0.007388152;0.006205559;0.004674353;0;0.003287671;0.006037496;0.000881316;0.002193517;0.004301787;0.005740394;0.006439394;0.003025449;0.005880941;0.006567915;0.004609027;0.003686151;0.00249066;0.00667291;0.005542359;0.00341434;0.004667972;0.006110869;0.003572644;0.002957413;0.003265413;0.008158672;0.00093985;0.00672857;0.003757044;0.003051882;0.005318292;0.004783259;0.00172006;0.005110063;0.002523515;0.005396936;0.007579291;0;0.004814004;0.001817851;0.002774813;0.004597701;0.003777025;0.00210837;0.000960154;0.003292181;0.005549775;0.005622189;0.005097451;0.002792321;0.003954885;0.005213952;0.003245537;0.008143964;0.00690194;0.004507405;0.001580135;0.00614948;0.004704652;0.006219063;0.004369301;0.002763329;0.006525748;0.005868398;0.005696297;0.006417813;0.001886792;0.002710027;0.005559416;0.002776309;0.005002274;0.004206556;0.006878105;0.003837719;0.00660793;0.003804348;0.005524862;0.007646323;0.005963368;0.003040394;0.003730711;0.003757044;0.006130903;0.005645161;0.005384486;0.000260146;0.002475758;0;0.004617753;0.001586462;0.003041947
3;0.000427077;0.002279462;0;0.000462642;0;0.00139795;0.001061759;0.001687194;0.000535619;0.000372232;0.001687194;0.000892591;0.000765404;0.001321353;0.000980633;0.000196348;0.001928021;0.001086957;0.001684636;0.003263708;0;0.003017833;0.002006242;0.001914486;0.000439754;0.00094585;0.001632774;0.001305909;0.003433703;0.00122399;0.001119403;0.000892857;0.001548387;0.002344273;0.001777778;0.001562056;0.001267829;0;0.000591133;0.00197336;0.001232286;0.002229463;0.001503194;0.003312629;0.001952778;0.001685204;0.001943635;0.002505695;0.001845775;0.001774938;0.002061147;0.001581653;0.000254001;0.001766784;0;0.001586357;0.004099481;0.00140007;0.001872221;0.001877453;0.003441156;0.000858001;0.001317957;0.001517067;0.000850822;0.000616776;0.00282196;0.001797125;0.000799787;0.00129199;0.001715854;0.001018849;0.000454442;0.001540832;0.00154287;0.001019108;0.001479776;0.000870322;0.002081888;0.001714612;0.001933301;0.002262909;0.001713209;0.001250313;0.000448029;0.002227999;0.003666841;0.000626305;0.002562586;0.001154925;0.001643836;0.003299604;0.000810592;0.001225678;0.002594034;0.000953652;0.001770956;0.001963672;0;0.001892595;0.001138174;0.000241721;0.000498256;0.001657275;0;0.000834725;0.002346194;0.00203666
4;0.000465333;0.004400978;0.000462642;0;0.001111729;0.000511247;0.002972973;0.003779487;0.005116024;0.003372681;0.004041194;0.004701273;0.002747253;0.003795409;0.003087479;0.003071073;0.004141566;0.004685132;0.003252667;0.004569088;0;0.004260837;0.002241435;0.00029994;0.00248139;0.003177789;0.004246785;0.002792941;0.002161383;0.004351505;0.004507677;0.00401671;0.002485795;0.004009285;0.004239783;0.002387177;0.003259984;0.002887099;0.003225334;0.00327135;0.003;0.004355861;0.003820034;0.001195314;0.00488268;0.001903553;0.002476269;0.003254149;0.003622095;0.003061448;0.004228889;0.003502218;0.004049296;0.002339455;0;0.002795351;0.004432133;0.001949318;0.004485795;0.007388838;0.003214745;0.002201027;0.002295014;0.003680982;0.002651515;0.003480103;0.003005126;0.004740741;0.001815211;0.003401361;0.003034301;0.003405816;0.00374288;0.001606241;0.002223987;0.002464789;0.004218331;0.003270489;0.004944783;0.002569593;0.004908748;0.002265177;0.004619242;0.004352368;0.001001502;0.004346607;0.005891016;0.003059039;0.00469277;0.003587444;0.005751391;0.00333069;0.004776778;0.001931434;0.005464481;0.002573267;0.003953727;0.003432298;0.002115507;0.003680161;0.004236598;0.004253147;0.000795756;0.003143336;0.000627156;0.005311569;0.00483611;0.004541768
6;0.000757767;0;0;0.001111729;0;0.000701754;0.000202716;0.000575705;0;0.000430108;0.001921599;0.001516875;0;0.000326264;0;0.000686813;0.000362911;0.000833507;0.000191498;0.000772201;0;0.000682361;0.000530504;0;0.000644745;0.000855432;0.000830565;0.000184843;0.001302083;0.001376226;0.001078051;0.002398721;0.000633714;0.000440723;0.00199104;0.001582278;0.000410678;0.000486618;0.000229674;0.000599341;0.00118859;0.001173021;0.000217108;0.000588582;0.001424501;0.001781737;0.002114165;0.001361285;0.00120279;0.002866699;0.000783239;0;0;0.000164474;0;0.000462321;0.001357313;0.001405152;0.001689189;0.001556723;0.002285192;0.001243781;0.000431965;0;0.000356506;0.001208021;0.001886792;0.000465983;0;0.000548045;0.00039116;0.000386847;0.000271813;0.000533049;0.00026178;0;0.00055918;0.001836885;0.001387347;0.000661959;0.000181984;0.00024108;0;0.001526252;0.000662691;0.000427991;0.001394978;0.000491642;0.001606979;0.000748923;0.001365654;0.003398693;0.000671366;0.00086103;0.000426803;0.000442184;0.001146;0.001490757;0.00044484;0.001711352;0;0.00087925;0;0.00130662;0;0.000759301;0.00032041;0.000810373
7;0.001171234;0.000502008;0.00139795;0.000511247;0.000701754;0;0.001145038;0.001086957;0;0.001816347;0.001812908;0.000338753;0.000908265;0.001185536;0.000272405;0.001497006;0.000171703;0.000586854;0.000361468;0.000714796;0;0.000616713;0.000489956;0;0;0.00052356;0.00078964;0.000874432;0.000590667;0.001960464;0.002630514;0.002954937;0.000288268;0.003497862;0.002209247;0.000753352;0.000728332;0.00067858;0.001287277;0.001096792;0.001057828;0.00092115;0.002037075;0.002991027;0.000573614;0.001564333;0.002616822;0.002764514;0.000894855;0.001245847;0.001662357;0.002361833;0.000851305;0.000469484;0;0.00064697;0.00122737;0.00040833;0.001034661;0.001283933;0.00159936;0.001041667;0;0.001693002;0.000320821;0.002249213;0.000858369;0.002393906;0.000898204;0.000691443;0.000368664;0.000182382;0.001756587;0.002289377;0.001453841;0.000568828;0.001233915;0.000329164;0.002044467;0.000206356;0.00068918;0.001346801;0.000920641;0.001952036;0.001098901;0.001003613;0.001877229;0.001142335;0;0.000353669;0.000925355;0.000723415;0.000607718;0.000163319;0.000800641;0.001241979;0.000213721;0.001637108;0.000390625;0.001833901;0.000250878;0.001343364;0.001253918;0.001918649;0.001974334;0;0.002042603;0.001745636
8;0.003869969;0.005096567;0.001061759;0.002972973;0.000202716;0.001145038;0;0.007134894;0.003082795;0.003197158;0.005341643;0.002482545;0.001402525;0.004962055;0.004055377;0.002938656;0.008536849;0.005597668;0.007576602;0.004692388;0;0.004312909;0.005163511;0.000214316;0.000372439;0.001502938;0.006543298;0.005774679;0.002179916;0.003748048;0.0057041;0.00410596;0.00475162;0.000821693;0.006945154;0.006046189;0.002403461;0.006726742;0.004546572;0.003785754;0.001894238;0.005397504;0.004649499;0.001088139;0.006447899;0.001650437;0.00242915;0.004959121;0.005163078;0.001861882;0.003708699;0.001601139;0.002994012;0.004565747;0;0.003695492;0.0037059;0.001176273;0.004492852;0.004593323;0.003002502;0.001290798;0.002614379;0.005556347;0.003483265;0.003149011;0.002575844;0.003338692;0.002927829;0.004429559;0.006647138;0.007055661;0.003344482;0.001406223;0.005394737;0.002711574;0.004811899;0.003371648;0.003783273;0.005778259;0.005938883;0.00466465;0.005395683;0.001551481;0.003010915;0.005920663;0.004200727;0.005479801;0.004418804;0.005926902;0.004611723;0.004591368;0.004579025;0.005427975;0.004961021;0.003849393;0.002816901;0.002653631;0.003970223;0.005209761;0.004961116;0.002772003;0.000195925;0.003608332;0.00044238;0.003642786;0.001731602;0.004136643
9;0.008884996;0.006734007;0.001687194;0.003779487;0.000575705;0.001086957;0.007134894;0;0.001972109;0.005861395;0.004638119;0.001932224;0.001504262;0.003782042;0.005390836;0.004863582;0.008391902;0.005080154;0.005934398;0.00515918;0;0.004283878;0.006134969;0.000202184;0.00248315;0.00342827;0.009069165;0.006561541;0.002654744;0.005269024;0.004827031;0.003446515;0.005681031;0.002202643;0.008253779;0.006076975;0.003685504;0.005756277;0.007027156;0.004727175;0.002420209;0.006549503;0.006124336;0.000517509;0.007257704;0.002684776;0.001392973;0.002577984;0.005966151;0.003074434;0.003814298;0.001185838;0.003980236;0.00702275;0;0.004768717;0.004559054;0.002249357;0.006836708;0.004999457;0.00462963;0.001051893;0.002813379;0.005618747;0.004070951;0.006470516;0.002200825;0.00334688;0.004224757;0.004404824;0.008757526;0.008483794;0.005038109;0.002347812;0.006224593;0.00453733;0.005949851;0.004265961;0.00351471;0.006644906;0.007559849;0.005362584;0.007206814;0.00108504;0.002322673;0.007694074;0.003629564;0.006777572;0.004510386;0.006500426;0.004140491;0.004174573;0.007541264;0.007931666;0.00722063;0.006417736;0.003436426;0.00241903;0.005702519;0.00674514;0.005171299;0.006428284;0.000185736;0.003135288;0.000208247;0.006119163;0.003752606;0.00360036
10;0.004111701;0.005593649;0.000535619;0.005116024;0;0;0.003082795;0.001972109;0;0.004138565;0.003527088;0.001765225;0.001585205;0.004857316;0.002478079;0.002077673;0.006381534;0.003293413;0.003522615;0.004513105;0;0.004991681;0.002829355;0.000364299;0.001741655;0.002037792;0.005583756;0.003156306;0.00161063;0.004423627;0.004915515;0.003012582;0.002378593;0.001441268;0.003286148;0.003414218;0.004402224;0.002000333;0.003852327;0.003448276;0.002037582;0.003717472;0.004322322;0.00083426;0.004122497;0.003143894;0.001877494;0.003237992;0.003144654;0.002256205;0.005306181;0.002161578;0.004320503;0.002009041;0;0.003060567;0.00165221;0.00497884;0.00238795;0.002418552;0.003925417;0.001712818;0.001187648;0.004301075;0.002129925;0.00265472;0.00295858;0.00389042;0.003051882;0.003810561;0.005447248;0.003690561;0.003597769;0.001591512;0.004213483;0.002946955;0.004700677;0.003470716;0.002183406;0.002961808;0.004755435;0.00331785;0.003572449;0.002128071;0.003532529;0.002439768;0.005372441;0.003699344;0.00192;0.003185154;0.004364997;0.006844507;0.00184767;0.004167209;0.005495344;0.002496879;0.003201537;0.004009929;0.004115226;0.00408239;0.004686373;0.003967504;0.0009431;0.003585943;0.001539646;0.004904709;0.002996404;0.00340197
